Alarm ID,"Ticker, Name",Name,Beschreibung,Zeit,Webhook-Status
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:40Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:40Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:34Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:34Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:40Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:34Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.65
Qty: 197 | TP1: 92.17
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:34Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.66
Qty: 200 | TP1: 92.16
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:26Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.66
Qty: 200 | TP1: 92.16
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:26Z,
4293046483,"BATS:NEE, 1h","AKJ 2.0 Sniper-Commander v10.5 (Master) (150, 0,2, -70, -30, -82, -18): Jeder alert()-Funktionsaufruf","🎯 AKJ SNIPER: LONG ZONE (Order!)
Ticker: NEE | Win: 28%
--------------------------
In: 91.41 | SL: 90.66
Qty: 200 | TP1: 92.16
--------------------------
Befehl: Order in TWS vorbereiten!",2026-03-23T19:08:26Z,
