Alarm ID,"Ticker, Name",Name,Beschreibung,Zeit,Webhook-Status
4353007183,"BATS:GIS, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! GIS | WPR: 15.7 | Risk: 100€ | Stk: 66 | Wall: 29.9% | Vacuum: Valid. Mode: DELTA Mode,2026-04-01T13:48:54Z,
4353007183,"OTC_DLY:TCEHY, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🔥 [STAR-TICKER] !!! ⚠️FEUER FREI SHORT⚠️ !!! TCEHY | WPR: 1.8 | Risk: 100€ | Stk: 49 | Wall: 22.1% | Vacuum: Valid. Mode: DELTA Mode,2026-04-01T13:45:38Z,
4353007183,"BATS:PR, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 PR Premium Volumen bestätigt!,2026-04-01T13:42:22Z,
4356350494,"BATS:PR, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 PR Premium Volumen bestätigt!,2026-04-01T13:42:22Z,
4353007183,"BATS:CTRA, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI LONG ⚠️!!! CTRA | WPR: 100 | Risk: 100€ | Stk: 58 | Wall: 12.3% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:41:43Z,
4356350494,"BATS:CTRA, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI LONG ⚠️!!! CTRA | WPR: 100 | Risk: 100€ | Stk: 58 | Wall: 12.3% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:41:44Z,
4353007183,"BATS:DVN, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 DVN Premium Volumen bestätigt!,2026-04-01T13:41:46Z,
4353007183,"BATS:OKLO, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🔥 [STAR-TICKER] 🌟 GOLDEN SETUP SHORT 🌟 OKLO Premium Volumen bestätigt!,2026-04-01T13:41:11Z,
4356350494,"BATS:DVN, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 DVN Premium Volumen bestätigt!,2026-04-01T13:38:21Z,
4353007183,"BATS:IONQ, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! IONQ | WPR: 0.6 | Risk: 100€ | Stk: 37 | Wall: 11.7% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:38:03Z,
4353007183,"BATS:EQNR, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 EQNR Premium Volumen bestätigt!,2026-04-01T13:37:59Z,
4353007183,"BATS:PBR, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI LONG ⚠️!!! PBR | WPR: 95.7 | Risk: 100€ | Stk: 108 | Wall: 10.7% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:37:35Z,
4353007183,"BATS:PBR, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 PBR Premium Volumen bestätigt!,2026-04-01T13:37:35Z,
4353007183,"BATS:VLO, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 VLO Premium Volumen bestätigt!,2026-04-01T13:37:09Z,
4356350494,"BATS:VLO, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 VLO Premium Volumen bestätigt!,2026-04-01T13:37:06Z,
4353007183,"BATS:PSX, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI LONG ⚠️!!! PSX | WPR: 95.3 | Risk: 100€ | Stk: 12 | Wall: 12.1% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:36:16Z,
4356350494,"BATS:PSX, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI LONG ⚠️!!! PSX | WPR: 94.5 | Risk: 100€ | Stk: 12 | Wall: 12.1% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:36:14Z,
4353007183,"BATS:META, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! META | WPR: 0.3 | Risk: 100€ | Stk: 3 | Wall: 5.6% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:36:12Z,
4356350494,"BATS:META, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! META | WPR: 0.9 | Risk: 100€ | Stk: 3 | Wall: 5.5% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:35:56Z,
4353007183,"BATS:OXY, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 OXY Premium Volumen bestätigt!,2026-04-01T13:35:33Z,
4356350494,"BATS:OXY, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP LONG 🌟 OXY Premium Volumen bestätigt!,2026-04-01T13:35:25Z,
4353007183,"BATS:DASH, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 DASH Premium Volumen bestätigt!,2026-04-01T13:34:22Z,
4356350494,"BATS:DASH, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 DASH Premium Volumen bestätigt!,2026-04-01T13:34:22Z,
4353007183,"BATS:NOW, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! NOW | WPR: 9.6 | Risk: 100€ | Stk: 16 | Wall: 18.5% | Vacuum: Valid. Mode: ALPHA Mode,2026-04-01T13:34:09Z,
4356350494,"BATS:PTC, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 PTC Premium Volumen bestätigt!,2026-04-01T13:33:58Z,
4356350494,"BATS:MDB, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 MDB Premium Volumen bestätigt!,2026-04-01T13:32:47Z,
4353007183,"BATS:MDB, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 MDB Premium Volumen bestätigt!,2026-04-01T13:32:47Z,
4356350494,"BATS:QCOM, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 QCOM Premium Volumen bestätigt!,2026-04-01T13:32:38Z,
4353007183,"BATS:QCOM, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 QCOM Premium Volumen bestätigt!,2026-04-01T13:32:38Z,
4353007183,"BATS:TEM, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 TEM Premium Volumen bestätigt!,2026-04-01T13:31:32Z,
4353007183,"BATS:AVB, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 AVB Premium Volumen bestätigt!,2026-04-01T13:31:21Z,
4356350494,"BATS:NOW, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! NOW | WPR: 9 | Risk: 100€ | Stk: 16 | Wall: 18.5% | Vacuum: Valid. Mode: DELTA Mode,2026-04-01T13:30:51Z,
4353007183,"BATS:DIS, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 DIS Premium Volumen bestätigt!,2026-04-01T13:30:51Z,
4356350494,"BATS:DIS, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] 🌟 GOLDEN SETUP SHORT 🌟 DIS Premium Volumen bestätigt!,2026-04-01T13:30:51Z,
4353007183,"BATS:RIG, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] [UPGRADE] RIG ist jetzt ein GOLDEN SETUP! Wall: 13.1% | Vacuum: High.,2026-04-01T13:30:50Z,
4356350494,"BATS:PSX, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] [UPGRADE] PSX ist jetzt ein GOLDEN SETUP! Wall: 9.9% | Vacuum: High.,2026-04-01T13:30:49Z,
4353007183,"BATS:LULU, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! LULU | WPR: 19.2 | Risk: 100€ | Stk: 13 | Wall: 8.1% | Vacuum: Valid. Mode: DELTA Mode,2026-04-01T13:30:42Z,
4356350494,"BATS:LULU, 1T","AKJ 2.0 Sniper-Commander v20.5 (100, 0,2, 1, 10, 1, 4, 14, 240, 1,5, 15, 3, 8, SPY · NYSE Arca): Jeder alert()-Funktionsaufruf",[REALTIME] !!! ⚠️FEUER FREI SHORT⚠️ !!! LULU | WPR: 19.2 | Risk: 100€ | Stk: 13 | Wall: 8.1% | Vacuum: Valid. Mode: DELTA Mode,2026-04-01T13:30:41Z,
